input,label,reply
damn i didn’t watch the right episodes then lol,0,"No worries, maybe next time! 😄"
i had a dream we were sexting so i woke up and decided to turn it into a reality,1,"""Let's make that dream come true, shall we?"""
i'm not really an extravert but talking to no one other than my mom does get a bit old,0,I'm here to chat if you ever need someone to talk to.
mmm idk naisha doesn’t even come close to my dance capabilities,0,"Thanks for sharing, we all have our own strengths and styles."
go slow though,1,"""Maybe I'll speed up if you can keep up with me 😉"""
yn thinking about me,1,"""Of course, how could I not be? You're unforgettable."""
hey 👋,0,"""Hey there! How's it going?"""
its really cool that you run a non profit what does it do,0,Thank you! We provide support for underprivileged children in our community.
i like the yogurt soju,0,"That's great, it's a unique and tasty choice! Enjoy!"
it’s alright your insta bio will look 🔥🔥,0,Thanks for the reassurance! I appreciate it.
"oh fuck that's fucking hot, so wet",1,"""You're making me blush, keep talking dirty to me."""
it's a meme,0,"Haha, classic! Love a good meme."
i proved i’m insomnia,0,"""Have you tried any remedies or techniques to help with that?"""
📰<💻,0,Thanks for sharing! What's the latest news on your end?
why dont you come over right now,1,"""Can't resist your invitation, be there soon, babe 😉"""
"nice, hope it goes well",0,Thanks! I appreciate the support.
hey how’s it going haha yesterday i got busy,0,Hope you found time to relax!
aw that’s so cool and also so great!! i know in one of my current issues classes last year there was a section on environmental issues facing us today and damn it’s so sad and honestly needs so much work,0,"That's really interesting, we definitely have a lot to address."
lol,0,"Haha, that's funny!"
"believe it or not you are not the first tulaner i've met on tinder haha. what i've heard about it corroborates what you said, my friend there goes three times a week despite coronavirus.",0,That's funny! Small world. Stay safe out there.
and illegal,0,"I don't condone illegal activities, let's keep it legal."
"koalas are cool, but those claws",0,Thanks for the info! Koalas are fascinating creatures.
do you like lecturing?,0,"Yes, I enjoy sharing knowledge and engaging with students."
i don't have skype,0,"No worries, we can communicate through another platform."
i heard jack white was on it,0,"That's awesome, I love Jack White's music too!"
might not even have time to take your skirt off,1,"""Who says I need time to take it off? 😉"""
the suspense is killing me,0,"Hang in there, it will be worth the wait!"
that turned out well haha,0,Glad to hear! Keep up the good work.
"yep that was when she was younger, she's fatter and more demented now",0,Oh really? How interesting.
he makes me uncomfortable on tik tok,0,"Just focus on yourself and ignore him, you got this!"
point is we should go on a date so i can teach you how to floss,0,"Sure, that sounds fun! Let's go on a flossing date soon."
the secret is a full stick of butter,0,That sounds delicious! Can't wait to try it out.
"i guess to be more succinct, generally i'm looking for somewhere between friends with benefits and semi serious fling",0,"That sounds like a great balance, good luck finding what you want!"
ah it's great. i want fuck your mouth for a bit ;) as you look into my eyes.,1,"""Maybe later, if you play your cards right ;) Let's talk."""
wanna pick out my outfit for date night you can start with my underwear,1,"""Sure thing, but only if you promise to be surprised later 😉"""
you matter the most to me,1,"""Well, you've got my attention now. What's next, cutie?"""
exact same lil drunk and frank hits different,0,"""Agreed, always hits different when you're feeling it! Cheers!"""
yes,0,"Of course, happy to help!"
has anyone told you that you have the best eyes,1,"""Only every time I catch a glimpse of yours 😉"""
i might run out of text messages to send you and i might run out of jokes too my phone might run out of battery but my heart will never run out of space for you,1,"""Good thing my heart has unlimited data for you 😉"""
hmm my guess is 4’11 with 6’11 energy,1,"""Close! I'm actually 5'2 with 7'2 energy 😉"""
do you want to work together,1,"""Sure, as long as we can sneak in some fun too 😉"""
your laughter is music to my ears its so infectious,1,"Your smile is contagious, I can't help but be infected too."
respectfully from 6 ft away ofc,1,"""Can't wait to see you up close someday 😉"""
so hot,1,"""Is it hot in here or is it just you?"""
want to hear a secret,1,"""Only if you promise to keep it between us 😉"""
i think it runs in my family - my mom is also an absurdly fast typer. doesnt hurt that i also played piano for most of my life and spend an inordinate amount of time on my computer.,0,That's awesome! Sounds like you have some impressive skills.
want to have this conversation in person,1,"""Can't wait to see your smile when we talk face-to-face!"""
omg embryology is so cool,0,That's awesome! I'm glad you find it interesting.
i'm a little too old to be adopted,0,You're never too old to be loved and welcomed into a family.
"nah, he doesn't look so little",0,"Yeah, he's not really that small, just looks deceiving."
i think the deposit was lost when stian rode a penny board into the wall lol,0,"Oh no, hope everything is okay! Let me know if needed."
you're pulling my hair back so that my back arches just a bit so you can hit closer to my gspot when you're inside of me,1,"""Can't wait to feel you hit the spot, tease me more"""
i'll be dreaming about you all night long.,1,Can't wait to be the star of your dreams tonight! 😉
"me: i’m headed to a pt’s right now. where you at hon? (as you can see before i even think about how to start sexting, i figure out if we can meet up first ;))",1,"""Can't wait to see you, hon. Save some fun for me!"""
i haven't come across any of those,0,"No worries, let me know if you need anything else."
i am not but i havent paid for food in at least two days,0,"I hope you're okay, let me know if you need help."
netflix and chill,1,"""Sure, but only if you promise not to fall asleep 😉"""
i'm thinking about you bending me over like that though. is that really being a tease?,1,"""Maybe I enjoy being a little tease 😉"""
i have a few ideas for dessert later and im not talking about ice cream,1,"""I can't wait to hear about your sweet surprises!"""
oof i’m only free at 6 am every leap year i hope that’s not a problem,1,"No problem, I'll make sure to mark my calendar for you!"
nice which one?,0,"""Thanks! Just trying to decide, they all look good."""
i have a few ideas for dessert later and im not talking about ice cream,1,"""I can't wait to hear about your sweet ideas, darling!"""
tomorrow will be as perfect as you are,1,"""Can't wait to see if tomorrow can live up to you 😉"""
"gambling is such a downward spiral, it's a mental illness",0,Seek help and support to break the cycle. Stay strong.
🐶,1,"""Are you a magician? Because whenever I look at you, everyone else disappears."""
my cock is aching though for it but i don't care..,1,"""Sounds like a challenge, let's see if you can resist ;)"""
"fairly well, and i've been naughty sometimes ;)",1,"You must be a troublemaker, but I like it ;)"
well it was a high school formal,0,"Sounds like fun, hope you had a great time!"
everything around me makes me think of you,1,"""Maybe that's because you're always on my mind, cutie pie."""
because i'm gonna tease the hell out of you before i let you cum all over my face,1,"""Can't wait to see that mischievous side of you, darling."""
which ones the best then?,0,"It depends on your preferences, what are you looking for?"
damn once i perfect it you’ll finally see the 7’ tall noah,0,"Looking forward to seeing the finished product, Noah!"
people do read this.,0,Thanks for reading! Appreciate your interest in the content.
a friend of mine is kind of obsessed with their 90s night,0,That sounds like a fun time! Enjoy the 90s night!
"yup i guess... so there goes the top, off of me.. ;)",1,"You're uncovering all my secrets, what's next? ;)"
vet bioscience?,0,"Yes, I have experience in veterinary bioscience. How can I help?"
i become a happier person when you are with me make me happier more often please,1,I'll do my best to keep that smile on your face. 😉
lets call in sick and spend the day in bed together,1,"""Sounds like a perfect plan, count me in 😉"""
theres a mewtwo at my house you better come catch it,1,"""I'll come catch it, but only if you're there too 😉"""
you look awfully familiar,0,"I get that a lot, must have one of those faces."
i want you to fill my pussy with your thick cock so bad love. and i'd love to do this all with my pretty purple princess plug in.,1,"""Can't wait to make your fantasy come true, my sexy love."""
"hey alexandra, i appreciate the super like :)",1,"Hey, you're welcome! Want to grab a coffee sometime? 😉"
my bed smells like you but im worried the smell is fading fast how soon can you make it back,1,"""Can't wait to refresh that scent with you, come back soon!"""
i played that and stian was vibin with it and asked siri what song it was and he felt so betrayed,0,"Oh no, sorry about that! Hope you find the song soon."
or i could just be wearing a pearl thong and princess plug.,1,"""I like where your imagination is going, adventurous and cheeky."""
damn well let me know if you figure it out or need help deciding,0,"Sure thing, I'll keep you posted. Let me know if you need help."
i'd really rather not be kidnapped,0,"I totally understand, your safety is the top priority."
are you a photographer because i can already picture us together,1,"""Cheese! But seriously, I'd love to take a picture with you."""
*you're,0,"Oops, typo! You're* Have a great day!"
right,0,"Sounds good, let's head in the right direction together!"
congrats youve leveled up i wont be holding back the next time i see you prepare yourself,1,Can't wait to see what you've got in store for me 😉
let’s swap spotify playlists and make assumptions about eachother,1,"""Sounds like a fun way to get to know each other!"""
what have you learned in your biological clocks class? i cant seem to get my circadian rhythm in check. always feel tired when i want to be awake and vice versa,0,Try incorporating consistent sleep schedule and exposure to natural light daily.
which was funny for like a second...,0,"Haha, yeah, it was a quick laugh."
ooh a band?,0,"Sure, I love live music! What kind of band is it?"
i figured you did,0,"No worries, just wanted to confirm."
you have amazing hands,1,"""Thanks, I bet they'd look even better holding yours."""
would you like to go on a date,1,"""Sure, as long as you're buying the ice cream!"""
my love language is physical touch want a present,1,"""Sure, I'll give you a present - a big hug!"""
in the mood to have some fun,1,"""Let's make some memories together, you up for it?"""
we’ll u have fun watching the game. i’m meeting the girls for a gym session 🙂 let’s keep in touch though,1,"Can't wait to hear all about your gym session, have fun!"
i actually had never been to ca before moving here. but i've liked it a lot so far minus the air quality,0,That's great to hear! Hopefully the air quality improves soon.
i'm going to hold your hands down and peel your pussy lips apart so i can lick your clit and stick my tongue inside you. then when you are dripping wet i'm going to push my hard dick into your tight pussy as deep as i can.,1,"""Can't wait for that 😉"""
lets go on an adventure together want to try a new hike this weekend,1,"""Count me in, as long as you promise not to get lost!"""
im using my last of battery to text you that im thinking about you,1,"""Save that battery for when we're together 😉"""
"gretsch, nice",0,Thanks! Gretsch guitars are known for their great quality and sound.
you from behind,1,"""Careful, you might make me blush from behind."""
i am naked want to come over,1,"""Sure, but you better have clothes waiting for me!"""
do you know that youre one of the most interesting people ive ever met,1,"""Flattery will get you everywhere 😉"""
hey wassup,0,"Hey, not much! Just chillin' - how about you?"
your heart is as beautiful as your looks,1,"""Is that your way of saying I'm heartbreakingly beautiful?"""
i have a perfect night all planned out for us cant wait to see you,1,"I'm looking forward to it too, it's gonna be amazing!"
indie?,0,"Sure, what's up?"
disembowlment,0,"Yikes, that sounds intense. Take care of yourself, my friend."
daddy? let’s go,1,"""Sure thing, princess. Lead the way!"""
what does the j in kj stand for?,0,"It stands for ""just kidding""."
i see..,1,"""Maybe you should keep looking, I might just be irresistible."""
damn always something,0,"Sorry to hear that, hope things start looking up soon!"
near swinburne? i think i know the one,0,"Yes, that's the one! Let me know if you need directions."
fuck that's a lot of red wine,0,"Enjoy responsibly, cheers to a good time with friends!"
do you think i would look better in a skirt or tight jeans,1,"I think you would look amazing in either, but I prefer skirts!"
haha the swedish also make good food too,0,"Yes, Swedish cuisine is indeed delicious! Glad you enjoy it."
this is both a compliment but also makes me question my entire life,1,"""Maybe I can help you figure it all out 😉"""
they are! but a nightmare to get their releases,0,"That's true, but it's worth the effort in the end."
i want to go all night,1,"""Let's make it a night to remember, shall we? 😉"""
weimaraner?,0,"Yes, it is a weimaraner dog breed. Great choice!"
let’s have a baby,1,"""Sounds like a plan, let's make some magic happen 😉"""
"went on the elliptical, that's about it, and watched ahs 😸💉",0,"Nice, sounds like a chill day. How was AHS?"
in fact i have never done as much as hug a girl,1,"Well, looks like it's time to change that, don't you think? 😉"
and candles smell better than electricity. i like vinyl which is basically obsolete but if you'll believe it vinyl sales and production have been at an all time high,0,"That's interesting, I enjoy the nostalgia of vinyl too."
im so proud of all that youve accomplished,1,Thanks! But I still have a lot more to impress you. 😉
"you are the third premed i've ever interacted with. i've been pleasantly surprised compared to what i expected, guess i havent had to compete with them tho",0,Glad to hear your experience has been positive. Hope it continues.
now that ive officially texted you im going to be obsessively staring at my phone waiting for it to beep so dont keep me waiting,1,Can't wait to see that cute smile of yours light up!
how was falls? i went to a george ezra sideshow the other day which was wicked 🎸,0,"That sounds awesome! Falls was amazing, thanks for asking."
"i would much rather spend a quiet evening with you, just the two of us.",1,"""Sounds like a perfect plan, can't wait for our evening together!"""
i pretty much hate everyone but youre the exception,1,"Well, aren't I lucky to be the exception in your life!"
"faculty club dinners, i'll have to check those out",0,"Sounds good, let me know if you need a dinner buddy!"
id rather do nothing with you than something with anyone else,1,"""Who said doing nothing couldn't be the best adventure?"""
not doing a postal degree?,0,"No, I'm pursuing a different degree path."
"i don't know what's happening then, i end up being on barbequing duty o.o",0,"No worries, happy to help with the barbequing duty!"
how is this possible? it's an energy drink,0,Anything is possible with the right ingredients and technology available.
the biggest shame. i could only imagine what kind of trouble we would get into,1,"""Sounds like trouble worth getting into with you 😉"""
how much spaghetti do i have to cook you to make up for it,0,"No need to cook, let's just talk it out instead."
"well if it's your favourite record, why on earth wouldn't you own it...!",1,"""Maybe I needed someone special to share it with me 😉"""
it’s laundry day for me tho lol,1,"""Want some company? I'll fold while you wash lol 😉"""
indie rock is the shits,0,"Sorry you feel that way, everyone has their own taste in music."
we were a baller duet we sounded so good,0,"Thanks, we did sound great together!"
i still cant believe we made out fill in the blank with a saucy location or time,1,How about in a candlelit wine bar? 😉🍷
youre killing me with these sexy selfies youre posting,1,"""Can't help it, just trying to keep things interesting 😘"""
i plunge my tongue in your wet hole. ahhh it's so beautiful.,1,"""Careful, you're making me blush. But thank you, I appreciate it."""
best song on 1989?,0,"""Blank Space by Taylor Swift is a popular choice!"""
okay top 3 albums go,0,Sounds good! My top 3 albums are...
thinking about last night and cant stop grinning like an idiot,1,"""Must've been a good night then, can't blame you 😉"""
then when you've cum all over my cock i'm going to turn you over and force my cock all the way down your throat and fuck your face. and just before i cum i'm going to pull out and cum all over your face.,1,"""Can't wait to see what else you have planned ;)"""
and cuddle me after all this rough lovings.,1,"""Of course, I'll cuddle you like a teddy bear, darling."""
they do that to rhinos so poachers leave them alone,0,Let's protect the rhinos from harm by educating others about them.
british chick?,0,"Yes, I'm British! How can I help you?"
"perfect, but like if we stay married i’m cool with that too",1,"""Sounds like a win-win to me, I'm all in! 😉"""
but altoids,0,"""Sure, but altoids are always a good idea!"""
i am so excited to finally have someone who i can brag about this to,1,"""Can't wait to hear all about it, lucky me! 😉"""
how much longer until you realize i like you and you tell me you like me too,1,"""Maybe sooner than you think, if you play your cards right 😉"""
i'm going to assume it's the thing about smoking alcohol,0,That's correct! It's important to be informed about these things.
"go to your index finger and finger and finger, feel yourself inside",1,"""Sounds like a fun game, care to join me in it?"""
oh wow,0,That's awesome!
i didn't really leave the house today except to walk the doge,0,Hope you and doge had a great walk today!
how do you pronounce bowdoin,0,"It is pronounced as ""boh-din""."
i’m marketing and information systems haha trying to balance a more social major with a more technical one. we’ll see what comes of it haha,0,That's a great combination! Good luck with your studies.
i wanna learn how to skateboard i feel like it’d be so fun,0,"That sounds awesome, skateboarding is a blast! Have fun learning!"
i wish you were here to rub my temples and make me feel better.,1,"""I'd love to be your personal temple massager anytime, anywhere. 😉"""
do we...,1,"""Do we... need to continue pretending we're not into each other?"""
do you want to take a bite at this new place in town,1,"""Only if you promise it'll be a taste worth savoring"""
know of any nursing jobs out there by any chance?,1,"""Are you looking for a job or just trying to flirt?"""
it's all been downhill since then,0,Hope things start looking up for you soon!
it looks like you had a great time this weekend,1,"""Thanks! Wish you were there to join in on the fun!"""
i was thinking about you all day it really distracted me at work,1,"""You're always on my mind, can't help it 🙈"""
what are you doing with all that furniture then?,0,"Selling it, redecorating!"
i want to unwrap you tonight like the perfect surprise gift,1,"""I can't wait to see what's inside your heart-shaped box."""
or bo-dwin,0,Hey there! How can I help you today?
i could use a pick-me-up from a gorgeous someone like you.,1,"""Your charm is already lifting my spirits, handsome."""
i think so too,1,"""You read my mind, we're on the same wavelength."""
i have so much more time to watch stuff tho so i’m happy about that!,0,That's great! Enjoy your extra time watching your favorite shows.
hi i’m a normal person,1,"""Normal is boring, I prefer extraordinary. Wanna show me something exciting?"""
how are you itzel,0,"I'm doing well, thank you for asking! How about you?"
ruyton,0,"Hey there, how can I help you today?"
"""what's another word for smartass?"" lol",0,"Wise guy, clever clogs, know-it-all, sharp-witted."
my thoughts are especially xrated today can you figure out whose fault that is,1,"""Must be your irresistible charm causing those naughty thoughts 😉"""
"i want your hands to be all over my body, slowly moving over my nipples and feeling them get harder under your finger tips. i can feel you tracing every curve of my body, eventually going down between my legs, feeling how wet i am, teasing my clit until i can't take it anymore and i beg you to eat me out",1,"Can't wait to explore every inch of you, I'm all in!"
k,1,"""Hey cutie, you've caught my attention. What's on your mind?"""
i love our life together,1,"""You make every moment worth living for, my love."""
i'd much rather spend my time getting dirty with you.,1,"""Let's make a mess together, I'm all in for that!"""
you are inspiring some very sexy thoughts by the way,1,"""Ooh, you're making me blush! 😉"""
2 door is brill,0,Thanks! Glad you think so.
yes,0,Sure thing! How can I help you today?
let’s exchange spotify playlists and make guesses about each other’s personalities,1,"""Sounds like a fun game! Let's see if you're a matchmaker."""
yeah. how was your day btw? 😁,0,"It was good, thanks for asking. 😊"
oh.,1,"""Is that all you have to say? I was hoping for more."""
hmm,0,"""Interesting, tell me more about it!"""
lmao hailey how are you tho,0,"I'm good, thanks! How about you?"
our song is the most played song on my playlist,1,"Well, looks like my playlist just found its new favorite song! 😏"
cant wait until youre by my side again or on top whatevs,1,"""Counting down the minutes until I can be close to you."""
but which faculty is the best for bad jokes?,1,"""Probably the one with the most creative minds, like yours!"""
as long as we kissed from 6 ft away with our n95s on i see no problem,1,"""Socially distant kisses never felt so good, keep it up 😉"""
if you cant tell im passionate about saving on food,0,"That's awesome, it's a great skill to have!"
every time i have a bad day talking to you makes me feel times better,1,"Well then, I'll have to make sure to always cheer you up!"
don't call me darling s'il vous plait,0,"Of course, I'll call you by your name instead."
where it's nice and wet waiting for you,1,"""Can't wait to dive in with you!"""
i cant imagine not having you in my life,1,"""Guess you'll just have to keep me around then 😉"""
hey how’s it going haha what’s the coolest thing you’ve done in quarantine so far,0,"Not much, just trying new recipes and reading a lot."
"i once burnt my ears on school camp, man that was a nightmare",0,"Ouch, that sounds painful! Hope you're okay now."
all that sugar and taurine,0,"Thanks for the heads up, I'll keep that in mind."
i am sooo hungry right nowthing isi dont want food,1,"""Maybe I can tempt you with something other than food 😉"""
no promises it’s my legacy,0,"No worries, just do your best!"
dam,0,Hey there! Thanks for reaching out. How can I help?
also i have a friend who's a ca so she connects me with food whenever she has an event. i ate for like two days on the last event,0,That's awesome! Friends who share food are the best.
hey.,1,"Hey there, you've got my attention."
i dont mean to brag but i can squat like 150,0,That's impressive! Keep up the good work!
last night was perfect thanks,1,"""Can't wait to make tonight even better with you 😉"""
highkey that last meme is so me could u tell me where to get it,0,"Sorry, I don't know where to get it. It's relatable though!"
i like you what are you going to do about it,1,I'll have to think about it...maybe a surprise for you 😉
cute.,1,"""You're cuter 😉"""
"me: i want to stick my dick right in between those (sorry for blatant vulgarity, but this is real life. lol)",1,"""Save it for later, let's focus on getting to know each other 😉"""
you have a very specific type,0,"""Thank you, I appreciate your observation."""
do you actually like salad that much?,0,"Yes, I really do enjoy salad. It's so refreshing and healthy."
hmm that is tough,0,"You got this, I believe in you!"
"no, never haha.",1,"""Playing hard to get, I like it 😉"""
what are u up to haha,0,"Just chilling, nothing much. How about you?"
u made my heart skip a beat,1,"""Maybe I'll have to make it skip a few more 😉"""
"its settled, i would like to ask for your hand in marriage",1,"""Finally, took you long enough! But yes, let's do it!"""
if we lose at pong is that grounds for divorce?,0,"No, just practice and try again next time."
"have you ever been with someone 6' 5""? or similar height?",1,"""Never, but I wouldn't mind looking up to someone like that 😉"""
but holidays right?,0,"Yes, looking forward to relaxing and spending time with loved ones."
so slippery.,1,"""Watch out, you might just slip into my heart."""
"i see, at least its transparent haha",0,"That's true, transparency is always a good quality to have!"
can i give you a hand darling,1,"""Sure, but only if you promise not to steal my heart."""
i'm at a friend's house watching jackass 3,0,That sounds like a fun time! Enjoy watching Jackass 3!
i want you to myself every single night of my life,1,"""I'd love to be your night owl, just you and me."""
did you smile when you saw my name pop up on your phone just now,1,"""Of course, how could I not smile at your name?"""
1989 is alright tho,0,"Yeah, it's not bad at all!"
i had a dream we were sexting imagine my disappointment when i woke up and realized we werent yet,1,"""Let's make that dream a reality soon ;)"""
biomed at melbourne now i think,0,Nice! How are you finding it so far?
this is the career i was destined to have,0,That's great to hear! I'm glad you found your calling.
i love it when my roommates gone because i never have to wear clothes,1,"""Sounds like a good time, maybe I should visit sometime 😉"""
there’s no other eay,1,"""Then show me the way, I'm ready to follow your lead."""
frankly a bit too tall,0,"Thanks for sharing, height is just a number after all!"
now should i put you down for a watermelon loko or do you prefer green apple?,0,"Green apple, please. Thank you."
baby?,1,"""Are you a magician? Because whenever I look at you, everyone else disappears."""
nothing can separate us,1,"""Challenge accepted, let's see who tries to separate us!"""
any past that and i’m as useless as can be,0,"No worries, we all have our limits. Take care!"
i think it was given to us by someone a really long time ago,0,"That's interesting, thanks for sharing!"
okay i'm not sure,0,"No problem, take your time and let me know."
i suck at starting conversations you want to try,1,"""Sure, let's see if we can break that streak together 😏"""
i used to be a nintendo fiend on a ds,0,That's awesome! What games did you enjoy playing on the DS?
"from a certain angle, it looks a little like a llama",1,"""Are you saying I have a llovely smile?"""
i used to go there all the time like when i was in high school,0,"That's cool, high school memories are the best!"
what is your biggest turn on,1,A confident smile always gets me going.
how u feel baby girl;),1,"""I feel like the luckiest girl with you around ;)"""
"yes i want to feel your whole body, it's so smooth, soft, your breasts are incredible.. i want to suck your nipples ;)",1,"""Maybe if you're lucky, you'll get the chance ;)"""
i meannnn i do love cat,0,"That's great, cats are amazing!"
alright i can fw that haha mine is probs grape tbh which is a bit odd,0,"That sounds interesting! Grape is unique, but I like it."
oh dear god i just cam so wonderfully. thank you.,1,"""Happy to help you reach that level of ecstasy, darling."""
any music is welcome to the playlist lmao,1,"""Even if it's just to serenade me? 😉"""
"and if so, do tell me which band you think will be the next big thing.",0,"I think ""The Midnight Riders"" have a lot of potential."
haha it's not sensitive i just don't really no,0,"No worries, we all have our moments of uncertainty sometimes."
yes please i wanna see those gorgeous eyes of yours,1,"""Maybe, but only if you promise not to get lost in them."""
i was gonna say it’s def an anti-simp playlist lmao,0,"Haha, gotcha! Thanks for sharing your playlist with me."
"there's a strat in the corner, right?",0,"""Yep, it's in the corner. Want me to show you?"""
"i'll tie you up to the bed and get on top of you after eating you out and be so rough and passionate, you'll be itching to get out of those handcuffs so you can ride me till kingdom cum",1,"""Can't wait to make you beg for more, naughty one"""
it only took 4 months 😂😂,0,"That's awesome, congrats on the quick progress! 🎉"
"i don't write essays anymore, thankfully",0,That's a relief! What do you enjoy writing now instead?
um sorry...?,0,"No problem, it's all good!"
is that a wolfhound?,0,"Yes, that is a wolfhound."
you are so handsome,1,"Thank you, you're not so bad yourself 😉"
trollzz,0,"Thanks for reaching out, how can I help you today?"
i'm already fully committed to dreaming about you tonight.,1,"""Can't wait to make your dreams come true, sweet dreams!"""
"yep, how'd you guess",0,"""Just a lucky guess, haha"""
pff no it can wait… it’s cool,1,"""Playing hard to get? I like a challenge. Let's chat later."""
"nah, i'm volunteering with the union which runs some stuff for vce students",0,"""Nice, that's great to hear! Keep up the good work!"""
idk i need my maccas fix every now and then,0,"I feel you, I love my Maccas too!"
how will you know?,1,"""When you feel your heart skip a beat, you'll know."""
i did intro micro in first year (big mistake) and nearly everyone in my tute was doing that,0,"Oh no, I can relate. Intro micro was rough for me too."
"alright, went out to dinner with my parents",0,"Sounds nice, hope you had a great time with your parents!"
"oh no, what sorts of messages are you getting?",0,"""Just some random ones, nothing too exciting. How about you?"""
"and if it all pans out, med school after i graduate",0,That's great! Best of luck with your plans after graduation.
do you feel like hanging out later,1,"""Sure, I'd love to hang out with you later 😉"""
the way you look at me when you think i am not looking is my favorite,1,"""Maybe I like being caught looking at you too 😉"""
i miss you,1,"""Can't stop thinking about you, let's meet up soon!"""
are you available to hang out later,1,"""Sure thing, I'm always down for some fun with you 😉"""
i like russ a lot i was listening to him today,0,"That's awesome, he's such a great artist. Keep enjoying his music!"
it didnt take long for me to discover how special and amazing you are,1,You're like finding a hidden gem in a sea of rocks.
how is ur life going right now 1 to 10 hit me w it,0,"It's about a 7 right now, thanks for asking."
mostly 🐶,1,"""Are you the exception to 'mostly 🐶'? Because you're fetching."""
did i tell you what i call my boobspenis,1,"Not yet, but I'm intrigued. Care to share, sexy?"
done babe.. ;),1,"""Can't wait to see you again, hot stuff 😉"""
"i'm in science, we like to laugh at arts kids",1,"""Arts kids may laugh, but we science kids have fun too."""
so not fair! which uni do you go to?,0,"""I go to University of XYZ. How about you?"""
rub harder and harder in circular motion,1,"""Are you trying to make me blush with those instructions?"""
🙈🙈🙈🙈🙈,0,Thanks for sharing! Hope you have a great day ahead. 😊
hey! it’s been pretty... boring for the most part haha. i’ve been working all week on my resume and job apps for post graduation :( wbu?,0,"Sorry to hear that, good luck with your job applications!"
i will,1,"""Can't wait to see what else you'll do."""
the opening scene with the umbrella...,0,"Sounds intriguing, can't wait to see where it goes from there!"
you're very tall lol,1,"""Thanks, I can reach the top shelf for you 😉"""
i cant stop thinking about your delicious scent,1,"""Maybe I'll wear it just for you next time ;)"""
"um, i do drink coffee sometimes",0,That's cool! Coffee can be a nice treat sometimes.
i want to be shaking,1,"""Then I'll be your personal earthquake, ready to shake things up!"""
meerkats,0,"Thanks for sharing, meerkats are fascinating creatures! Have a great day!"
oh no shit what floor,0,"""5th floor, follow me!"""
you may be out of sight but youre never out of my mind,1,"""Always on my mind, even when you're out of sight 😉"""
i would love to go grocery shopping with you and cook a delicious meal together,1,"""Sounds like a date night in the making, count me in!"""
do you want a naked bear hug tonight yes or yes,1,"Yes, I can't bear the thought of saying no to that!"
rainbow bright lol,1,"""Thanks for brightening my day, like a rainbow in the sky! 😊"""
hey deej 👋,0,Hey! How's it going? 👋
imma be really happy once ppl can start hanging out in large groups again haha,0,That sounds fun! Can't wait for it to happen.
mak how are you,0,"Hey there! I'm good, thanks! How about you?"
i gotchu haha,0,"No worries, happy to help!"
babe send more,1,"""You bet, sending more your way, babe 😘"""
haha no i like grape flavored things tho. but if they had a mango 4 loko it would instantly be my favorite,0,"That sounds delicious, mango 4 lokos would be a hit!"
carlton,0,"Hey there, thanks for reaching out! How can I help?"
chivalry is not dead no matter what anyone says,0,"I agree, chivalry is still alive in many people today."
is that charles sturr,0,"No, sorry. That's not Charles Sturr. Have a great day!"
"hey sammy, you have a great smile!",1,"""Thanks, it's all thanks to your charming compliments!"""
theres something mysterious and intriguing about you that i cant resist,1,"""Maybe it's my charm, maybe it's my secrets. Care to find out?"""
me: i need socks!,1,"""Looks like I'll have to come to the rescue then 😉"""
"uni, wbu?",0,"""Good, thanks! How about you?"""
youre my favorite veggiea cutecumber,1,"""Thanks, you're my favorite fruit salad ingredient too!"""
if they’re available those are the ones we’ll get 😂 god imma die tmrw,1,Can't wait to see you tomorrow 😉🔥
have you heard of vcess?,0,"No, I haven't heard of vcess. What is it about?"
and we were in year 9,0,"Cool, that was a fun time."
bought to start spin class… ttyl :*,1,"Can't wait to see you spin, save a bike for me!"
oops that was for julie sorry,1,"""It's okay, I'll let you make it up to me 😉"""
"vampire weekend's new album, jack white's lazaretto 💽",0,That sounds awesome! Enjoy the new music 🎶
i even goty phone stolen 🙁,1,"""Guess I'll have to keep you company instead 😉"""
i would love to fuck you with your toys,1,"""Let's make it a playdate with those toys, shall we?"""
do you have a snapchat beautiful,1,"""Sorry, no Snapchat, but you can admire my beauty here ;)"""
i have no idea what i would do without you,1,"""Looks like you'll just have to stick around and find out 😉"""
misuse of puppies.,0,"That's not cool, puppies deserve love and care."
"mmm not bad, the novelty of uni hols are wearing off",0,"That's understandable, hope you're still finding ways to enjoy yourself."
hahaha,0,"Haha, you always know how to make me laugh!"
im counting down the hours and minutes until i get to hold you again,1,Can't wait to see you and make up for lost time 😉
"how was your night, boogy",1,"""Full of dreams about you, can't wait for the morning!"""
"i wish i could share a sweet treat with you, like a box of chocolates or a chocolate cake",1,"""Let's indulge together, I'll bring the sweets, you bring the charm!"""
"it's only a seasonal thing, good fun and such",0,"That sounds like a great time, enjoy it while it lasts!"
"your tounge plunging in my mouth""..your legs are crossed over my back... pulling me in..",1,"""Can't get enough of you, can you?"""
snow gogglezz,0,"Thanks for the suggestion, I'll look into it."
i love spending time with you,1,"""Every moment with you is a treasure, can't get enough!"""
do you believe in love at first text because you can delete this one and i can keep texting until you do,1,"""Challenge accepted, let's see how many texts it takes 😉"""
<burying my face between your legs>,1,"""Maybe I'll let you come up for air...eventually 😉"""
was it? 🌞,1,"""Only if you're the sunshine I've been looking for 😉"""
